Sr.No.,Position,Name,Matches Played,Runs,Fours,Sixes,Strike Rate,Ground,Home Away,Result,50s,100s,Overall Average,Pitch,Opponent,Weather
1,1,RG Sharma,218,18,2,0,52.9,Trinidad,Away,1,42,27,48.53,Slow,West Indies,Hot and humid
2,2,S Dhawan,133,2,0,0,66.7,Trinidad,Away,0,27,17,44.5,Slow,West Indies,Hot and humid
3,3,V Kohli,239,120,14,1,96,Trinidad,Away,5,54,43,60.31,Slow,West Indies,Hot and humid
4,4,RR Pant,12,20,2,0,57.1,Trinidad,Away,1,0,0,22.9,Slow,West Indies,Hot and humid
5,5,SS Iyer,9,71,5,1,104.4,Trinidad,Away,4,4,0,49.43,Slow,West Indies,Hot and humid
6,6,KM Jadhav,68,16,2,0,114.3,Trinidad,Away,1,6,2,42.97,Slow,West Indies,Hot and humid
7,7,RA Jadeja,156,16,1,0,100,Trinidad,Away,1,11,0,30.84,Slow,West Indies,Hot and humid
8,8,B Kumar,114,1,0,0,50,Trinidad,Away,0,1,0,14.22,Slow,West Indies,Hot and humid
9,9,M Shami,70,3,0,0,60,Trinidad,Away,0,0,0,7.56,Slow,West Indies,Hot and humid
10,10,KK Ahmed,11,0,0,0,0,Trinidad,Away,0,0,0,4.5,Slow,West Indies,Hot and humid
11,11,YS Chahal,50,0,0,0,0,Trinidad,Away,0,0,0,7.8,Slow,West Indies,Hot and humid
12,1,RG Sharma,218,10,2,0,166.7,Trinidad,Away,1,42,27,48.53,Slow,West Indies,Hot and humid
13,2,S Dhawan,133,36,5,0,100,Trinidad,Away,2,27,17,44.5,Slow,West Indies,Hot and humid
14,3,V Kohli,239,115,14,0,115.2,Trinidad,Away,5,54,43,60.31,Slow,West Indies,Hot and humid
15,4,RR Pant,12,0,0,0,0,Trinidad,Away,0,0,0,22.9,Slow,West Indies,Hot and humid
16,5,SS Iyer,9,65,3,5,158.5,Trinidad,Away,3,4,0,49.43,Slow,West Indies,Hot and humid
17,6,KM Jadhav,68,19,1,1,158.3,Trinidad,Away,1,6,2,42.97,Slow,West Indies,Hot and humid
18,7,RA Jadeja,156,0,0,0,0,Trinidad,Away,0,11,0,30.84,Slow,West Indies,Hot and humid
19,8,B Kumar,114,0,0,0,0,Trinidad,Away,0,1,0,14.22,Slow,West Indies,Hot and humid
20,9,M Shami,70,0,0,0,0,Trinidad,Away,0,0,0,7.56,Slow,West Indies,Hot and humid
21,10,KK Ahmed,11,0,0,0,0,Trinidad,Away,0,0,0,4.5,Slow,West Indies,Hot and humid
22,11,YS Chahal,50,0,0,0,0,Trinidad,Away,0,0,0,7.8,Slow,West Indies,Hot and humid
23,1,S Dhawan,133,8,1,0,66.67,Southampton,Away,0,27,17,44.5,Batting,South Africa,Cold
24,2,RG Sharma,218,122,13,2,84.72,Southampton,Away,5,42,27,48.53,Batting,South Africa,Cold
25,3,V Kohli,239,18,1,0,52.94,Southampton,Away,1,54,43,60.31,Batting,South Africa,Cold
26,4,KL Rahul,23,26,2,0,61.9,Southampton,Away,1,4,2,43.32,Batting,South Africa,Cold
27,5,MS Dhoni,350,34,2,0,73.91,Southampton,Away,2,73,10,50.42,Batting,South Africa,Cold
28,6,H Pandya,54,15,3,0,214.29,Southampton,Away,1,4,0,34.53,Batting,South Africa,Cold
29,7,KM Jadhav,68,0,0,0,0,Southampton,Away,0,6,2,42.97,Batting,South Africa,Cold
30,8,B Kumar,114,0,0,0,0,Southampton,Away,0,1,0,14.22,Batting,South Africa,Cold
31,9,K Yadav,70,0,0,0,0,Southampton,Away,0,0,0,6.13,Batting,South Africa,Cold
32,10,YS Chahal,50,0,0,0,0,Southampton,Away,0,0,0,7.8,Batting,South Africa,Cold
33,11,J Bumrah,58,0,0,0,0,Southampton,Away,0,0,0,4.3,Batting,South Africa,Cold
34,1,S Dhawan,133,117,16,0,107.34,The Oval,Away,5,27,17,44.5,Bounce and Pace,Sri Lanka,Cold
35,2,RG Sharma,218,57,3,1,81.43,The Oval,Away,3,42,27,48.53,Bounce and Pace,Sri Lanka,Cold
36,3,V Kohli,239,82,4,2,106.49,The Oval,Away,4,54,43,60.31,Bounce and Pace,Sri Lanka,Cold
37,4,KL Rahul,23,11,1,1,366.67,The Oval,Away,1,4,2,43.32,Bounce and Pace,Sri Lanka,Cold
38,5,MS Dhoni,350,27,3,1,192.86,The Oval,Away,1,73,10,50.42,Bounce and Pace,Sri Lanka,Cold
39,6,H Pandya,54,48,4,3,177.78,The Oval,Away,2,4,0,34.53,Bounce and Pace,Sri Lanka,Cold
40,7,KM Jadhav,68,0,0,0,0,The Oval,Away,0,6,2,42.97,Bounce and Pace,Sri Lanka,Cold
41,8,B Kumar,114,0,0,0,0,The Oval,Away,0,1,0,14.22,Bounce and Pace,Sri Lanka,Cold
42,9,K Yadav,70,0,0,0,0,The Oval,Away,0,0,0,6.13,Bounce and Pace,Sri Lanka,Cold
43,10,YS Chahal,50,0,0,0,0,The Oval,Away,0,0,0,7.8,Bounce and Pace,Sri Lanka,Cold
44,11,J Bumrah,58,0,0,0,0,The Oval,Away,0,0,0,4.3,Bounce and Pace,Sri Lanka,Cold
45,1,V Shankar,12,15,1,0,100,Old Trafford,Away,1,0,0,44.5,Bowling,Australia,Cold
46,2,RG Sharma,218,140,14,3,123.89,Old Trafford,Away,5,42,27,48.53,Bowling,Australia,Cold
47,3,V Kohli,239,77,7,0,118.46,Old Trafford,Away,4,54,43,60.31,Bowling,Australia,Cold
48,4,KL Rahul,23,57,3,2,73.08,Old Trafford,Away,3,4,2,43.32,Bowling,Australia,Cold
49,5,MS Dhoni,350,1,0,0,50,Old Trafford,Away,0,73,10,50.42,Bowling,Australia,Cold
50,6,H Pandya,54,26,2,1,136.84,Old Trafford,Away,1,4,0,34.53,Bowling,Australia,Cold
51,7,KM Jadhav,68,9,1,0,112.5,Old Trafford,Away,0,6,2,42.97,Bowling,Australia,Cold
52,8,B Kumar,114,0,0,0,0,Old Trafford,Away,0,1,0,14.22,Bowling,Australia,Cold
53,9,K Yadav,70,0,0,0,0,Old Trafford,Away,0,0,0,6.13,Bowling,Australia,Cold
54,10,YS Chahal,50,0,0,0,0,Old Trafford,Away,0,0,0,7.8,Bowling,Australia,Cold
55,11,J Bumrah,58,0,0,0,0,Old Trafford,Away,0,0,0,4.3,Bowling,Australia,Cold
56,1,V Shankar,12,29,2,0,70.73,Southampton,Away,1,0,0,44.5,Batting,West Indies,Cold
57,2,RG Sharma,218,1,0,0,10,Southampton,Away,0,42,27,48.53,Batting,West Indies,Cold
58,3,V Kohli,239,67,5,0,106.39,Southampton,Away,3,54,43,60.31,Batting,West Indies,Cold
59,4,KL Rahul,23,30,2,0,56,Southampton,Away,1,4,2,43.32,Batting,West Indies,Cold
60,5,MS Dhoni,350,28,3,0,53.87,Southampton,Away,1,73,10,50.42,Batting,West Indies,Cold
61,6,H Pandya,54,7,0,0,77.78,Southampton,Away,0,4,0,34.53,Batting,West Indies,Cold
62,7,KM Jadhav,68,52,3,1,76,Southampton,Away,3,6,2,42.97,Batting,West Indies,Cold
63,8,B Kumar,114,0,0,0,0,Southampton,Away,0,1,0,14.22,Batting,West Indies,Cold
64,9,K Yadav,70,1,0,0,100,Southampton,Away,0,0,0,6.13,Batting,West Indies,Cold
65,10,YS Chahal,50,0,0,0,0,Southampton,Away,0,0,0,7.8,Batting,West Indies,Cold
66,11,J Bumrah,58,0,0,0,0,Southampton,Away,0,0,0,4.3,Batting,West Indies,Cold
67,1,V Shankar,12,14,3,0,73.68,Old Trafford,Away,1,0,0,44.5,Bowling,England,Cold
68,2,RG Sharma,218,18,1,1,78.26,Old Trafford,Away,1,42,27,48.53,Bowling,England,Cold
69,3,V Kohli,239,72,8,0,87.29,Old Trafford,Away,4,54,43,60.31,Bowling,England,Cold
70,4,KLRahul,23,48,6,0,75.23,Old Trafford,Away,2,4,2,43.32,Bowling,England,Cold
71,5,MS Dhoni,350,56,3,2,91.76,Old Trafford,Away,3,73,10,50.42,Bowling,England,Cold
72,6,H Pandya,54,46,5,0,121.3,Old Trafford,Away,2,4,0,34.53,Bowling,England,Cold
73,7,KM Jadhav,68,7,1,0,70,Old Trafford,Away,0,6,2,42.97,Bowling,England,Cold
74,8,B Kumar,114,0,0,0,0,Old Trafford,Away,0,1,0,14.22,Bowling,England,Cold
75,9,K Yadav,70,0,0,0,0,Old Trafford,Away,0,0,0,6.13,Bowling,England,Cold
76,10,YS Chahal,50,0,0,0,0,Old Trafford,Away,0,0,0,7.8,Bowling,England,Cold
77,11,J Bumrah,58,0,0,0,0,Old Trafford,Away,0,0,0,4.3,Bowling,England,Cold
78,1,RR Pant,12,32,4,0,110.34,Edgbaston,Away,1,0,0,37.55,Bowling,Afghanistan,Cold
79,2,RG Sharma,218,102,15,0,93.67,Edgbaston,Away,5,42,27,48.53,Bowling,Afghanistan,Cold
80,3,V Kohli,239,66,7,0,86.34,Edgbaston,Away,3,54,43,60.31,Bowling,Afghanistan,Cold
81,4,KL Rahul,23,0,0,0,0,Edgbaston,Away,0,4,2,43.32,Bowling,Afghanistan,Cold
82,5,MS Dhoni,350,42,4,1,135.48,Edgbaston,Away,2,73,10,50.42,Bowling,Afghanistan,Cold
83,6,H Pandya,54,45,4,0,136.35,Edgbaston,Away,2,4,0,34.53,Bowling,Afghanistan,Cold
84,7,KM Jadhav,68,12,1,0,92.31,Edgbaston,Away,1,6,2,42.97,Bowling,Afghanistan,Cold
85,8,B Kumar,114,0,0,0,0,Edgbaston,Away,0,1,0,14.22,Bowling,Afghanistan,Cold
86,9,K Yadav,70,0,0,0,0,Edgbaston,Away,0,0,0,6.13,Bowling,Afghanistan,Cold
87,10,YS Chahal,50,0,0,0,0,Edgbaston,Away,0,0,0,7.8,Bowling,Afghanistan,Cold
88,11,J Bumrah,58,0,0,0,0,Edgbaston,Away,0,0,0,4.3,Bowling,Afghanistan,Cold
89,1,RR Pant,12,48,6,1,117.01,Edgbaston,Away,2,0,0,37.55,Bowling,Bangladesh,Cold
90,2,RG Sharma,218,104,7,5,113.04,Edgbaston,Away,5,42,27,48.53,Bowling,Bangladesh,Cold
91,3,V Kohli,239,26,3,0,96.3,Edgbaston,Away,1,54,43,60.31,Bowling,Bangladesh,Cold
92,4,KL Rahul,23,77,6,1,83.7,Edgbaston,Away,4,4,2,43.32,Bowling,Bangladesh,Cold
93,5,MS Dhoni,350,35,4,0,106.06,Edgbaston,Away,2,73,10,50.42,Bowling,Bangladesh,Cold
94,6,H Pandya,54,0,0,0,0,Edgbaston,Away,0,4,0,34.53,Bowling,Bangladesh,Cold
95,7,KM Jadhav,68,8,1,0,88.89,Edgbaston,Away,0,6,2,42.97,Bowling,Bangladesh,Cold
96,8,B Kumar,114,0,0,0,0,Edgbaston,Away,0,1,0,14.22,Bowling,Bangladesh,Cold
97,9,K Yadav,70,0,0,0,0,Edgbaston,Away,0,0,0,6.13,Bowling,Bangladesh,Cold
98,10,YS Chahal,50,0,0,0,0,Edgbaston,Away,0,0,0,7.8,Bowling,Bangladesh,Cold
99,11,J Bumrah,58,0,0,0,0,Edgbaston,Away,0,0,0,4.3,Bowling,Bangladesh,Cold
100,1,RR Pant,12,32,4,0,110.34,Edgbaston,Away,1,0,0,37.55,Bowling,New zealand,Cold
101,2,RG Sharma,218,102,15,0,93.58,Edgbaston,Away,5,42,27,48.53,Bowling,New zealand,Cold
102,3,V Kohli,239,66,7,0,86.84,Edgbaston,Away,3,54,43,60.31,Bowling,New zealand,Cold
103,4,KL Rahul,23,0,0,0,0,Edgbaston,Away,0,4,2,43.32,Bowling,New zealand,Cold
104,5,MS Dhoni,350,42,4,1,135.8,Edgbaston,Away,2,73,10,50.42,Bowling,New zealand,Cold
105,6,H Pandya,54,45,4,0,136.36,Edgbaston,Away,2,4,0,34.53,Bowling,New zealand,Cold
106,7,KM Jadhav,68,12,1,0,92.31,Edgbaston,Away,1,6,2,42.97,Bowling,New zealand,Cold
107,8,B Kumar,114,0,0,0,0,Edgbaston,Away,0,1,0,14.22,Bowling,New zealand,Cold
108,9,K Yadav,70,0,0,0,0,Edgbaston,Away,0,0,0,6.13,Bowling,New zealand,Cold
109,10,YS Chahal,50,0,0,0,0,Edgbaston,Away,0,0,0,7.8,Bowling,New zealand,Cold
110,11,J Bumrah,58,0,0,0,0,Edgbaston,Away,0,0,0,4.3,Bowling,New zealand,Cold
111,1,RR Pant,12,4,1,0,100,Headingley,Away,0,0,0,37.55,Batting,West Indies,Cold
112,2,RG Sharma,218,103,14,2,109.57,Headingley,Away,5,42,27,48.53,Batting,West Indies,Cold
113,3,V Kohli,239,34,3,0,82.93,Headingley,Away,2,54,43,60.31,Batting,West Indies,Cold
114,4,KL Rahul,23,111,11,1,94.07,Headingley,Away,5,4,2,43.32,Batting,West Indies,Cold
115,5,MS Dhoni,350,0,0,0,0,Headingley,Away,0,73,10,50.42,Batting,West Indies,Cold
116,6,H Pandya,54,7,1,0,175,Headingley,Away,0,4,0,34.53,Batting,West Indies,Cold
117,7,KM Jadhav,68,0,0,0,0,Headingley,Away,0,6,2,42.97,Batting,West Indies,Cold
118,8,B Kumar,114,0,0,0,0,Headingley,Away,0,1,0,14.22,Batting,West Indies,Cold
119,9,K Yadav,70,0,0,0,0,Headingley,Away,0,0,0,6.13,Batting,West Indies,Cold
120,10,YS Chahal,50,0,0,0,0,Headingley,Away,0,0,0,7.8,Batting,West Indies,Cold
121,11,J Bumrah,58,0,0,0,0,Headingley,Away,0,0,0,4.3,Batting,West Indies,Cold
122,1,RR Pant,12,32,4,0,57.14,Old Trafford,Away,1,0,0,37.55,Bowling,West Indies,Cold
123,2,RG Sharma,218,1,0,0,25,Old Trafford,Away,0,42,27,48.53,Bowling,West Indies,Cold
124,3,V Kohli,239,1,0,0,16.67,Old Trafford,Away,0,54,43,60.31,Bowling,West Indies,Cold
125,4,KL Rahul,23,1,0,0,14.29,Old Trafford,Away,0,4,2,43.32,Bowling,West Indies,Cold
126,5,MS Dhoni,350,50,1,1,69.44,Old Trafford,Away,2,73,10,50.42,Bowling,West Indies,Cold
127,6,H Pandya,54,32,2,0,51.61,Old Trafford,Away,2,4,0,34.53,Bowling,West Indies,Cold
128,7,D Karthik,94,6,1,0,24,Old Trafford,Away,0,9,0,30.21,Bowling,West Indies,Cold
129,8,B Kumar,114,0,0,0,0,Old Trafford,Away,0,1,0,14.22,Bowling,West Indies,Cold
130,9,RA Jadeja,156,77,4,4,130.51,Old Trafford,Away,4,11,0,30.84,Bowling,West Indies,Cold
131,10,YS Chahal,50,5,1,0,100,Old Trafford,Away,0,0,0,7.8,Bowling,West Indies,Cold
132,11,J Bumrah,58,0,0,0,0,Old Trafford,Away,0,0,0,4.3,Bowling,West Indies,Cold
133,1,A Rayudu,55,13,2,0,68.42,Hyderabad,Home,1,10,3,37.55,Batting,South Africa,Hot and humid
134,2,RG Sharma,218,37,5,0,56.06,Hyderabad,Home,2,42,27,48.53,Batting,South Africa,Hot and humid
135,3,V Kohli,239,44,6,1,97.77,Hyderabad,Home,2,54,43,60.31,Batting,South Africa,Hot and humid
136,4,S Dhawan,133,0,0,0,0,Hyderabad,Home,0,27,17,43.32,Batting,South Africa,Hot and humid
137,5,MS Dhoni,350,59,6,1,81.94,Hyderabad,Home,3,73,10,50.42,Batting,South Africa,Hot and humid
138,6,K Yadav,70,0,0,0,0,Hyderabad,Home,0,0,0,34.53,Batting,South Africa,Hot and humid
139,7,KM Jadhav,68,81,9,1,93.1,Hyderabad,Home,4,6,2,30.21,Batting,South Africa,Hot and humid
140,8,V Shankar,12,0,0,0,0,Hyderabad,Home,0,0,0,14.22,Batting,South Africa,Hot and humid
141,9,RA Jadeja,156,0,0,0,0,Hyderabad,Home,0,11,0,30.84,Batting,South Africa,Hot and humid
142,10,M SHami,50,0,0,0,0,Hyderabad,Home,0,0,0,7.8,Batting,South Africa,Hot and humid
143,11,J Bumrah,58,0,0,0,0,Hyderabad,Home,0,0,0,4.3,Batting,South Africa,Hot and humid
144,1,A Rayudu,55,18,2,0,56.25,Vidharbha,Home,1,10,3,37.55,Batting,Sri Lanka,Hot and humid
145,2,RG Sharma,218,0,0,0,0,Vidharbha,Home,0,42,27,48.53,Batting,Sri Lanka,Hot and humid
146,3,V Kohli,239,116,10,0,96.67,Vidharbha,Home,5,54,43,60.31,Batting,Sri Lanka,Hot and humid
147,4,S Dhawan,133,21,4,0,72.51,Vidharbha,Home,1,27,17,43.32,Batting,Sri Lanka,Hot and humid
148,5,MS Dhoni,350,0,0,0,0,Vidharbha,Home,0,73,10,50.42,Batting,Sri Lanka,Hot and humid
149,6,K Yadav,70,3,0,0,100,Vidharbha,Home,0,0,0,34.53,Batting,Sri Lanka,Hot and humid
150,7,KM Jadhav,68,11,1,0,96.64,Vidharbha,Home,1,6,2,30.21,Batting,Sri Lanka,Hot and humid
151,8,V Shankar,12,46,5,1,112.54,Vidharbha,Home,2,0,0,14.22,Batting,Sri Lanka,Hot and humid
152,9,RA Jadeja,156,21,0,0,52.54,Vidharbha,Home,1,11,0,30.84,Batting,Sri Lanka,Hot and humid
153,10,M SHami,50,2,0,0,50,Vidharbha,Home,0,0,0,7.8,Batting,Sri Lanka,Hot and humid
154,11,J Bumrah,58,0,0,0,0,Vidharbha,Home,0,0,0,4.3,Batting,Sri Lanka,Hot and humid
155,1,A Rayudu,55,2,0,0,25,Ranchi,Home,0,10,3,37.55,Slow and low,Australia,Hot and humid
156,2,RG Sharma,218,14,2,1,100,Ranchi,Home,1,42,27,48.53,Slow and low,Australia,Hot and humid
157,3,V Kohli,239,123,16,1,129.47,Ranchi,Home,5,54,43,60.31,Slow and low,Australia,Hot and humid
158,4,S Dhawan,133,1,0,0,10,Ranchi,Home,0,27,17,43.32,Slow and low,Australia,Hot and humid
159,5,MS Dhoni,350,26,2,1,61.9,Ranchi,Home,1,73,10,50.42,Slow and low,Australia,Hot and humid
